car_name,car_price_in_rupees,,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Baleno Delta 1.2,₹ 5.85 ,,"39,852 km",Petrol,Delhi,2018
Renault Kwid Neotech RXL,₹ 4.35 ,,"12,850 km",Petrol,Mumbai,2020
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.81 ,,"31,500 km",Petrol,Chennai,2018
Maruti Suzuki Alto 800 Lxi,₹ 2.05 ,,"35,965 km",Petrol,Kolkata,2014
Kia Sonet HTX Plus 1.0 iMT [2020-2021],₹ 10.06 ,,"18,169 km",Petrol,Pune,2020
Maruti Suzuki Celerio VXi,₹ 3.57 ,,"24,063 km",Petrol,Kolkata,2015
Mahindra Scorpio 2021 S7 140 2WD 7 STR,₹ 12.85 ,,"19,000 km",Diesel,Delhi,2020
Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 8.3 ,,"35,811 km",Petrol,Hyderabad,2020
Mercedes-Benz CLA 200 CDI Sport,₹ 26.75 ,,"7,000 km",Diesel,Kolkata,2018
Honda City SV Diesel,₹ 7.9 ,,"60,000 km",Diesel,Ahmedabad,2018
Skoda Rapid 1.6 MPI Ambition Plus AT,₹ 6.95 ,,"67,269 km",Petrol,Mumbai,2017
Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 6.4 ,,"40,664 km",CNG,Mumbai,2021
Toyota Fortuner 3.0 MT,₹ 10.75 ,,"1,13,000 km",Diesel,Mumbai,2011
Maruti Suzuki Alto 800 Vxi,₹ 3.41 ,,"20,786 km",Petrol,Chennai,2018
MG Hector Sharp Hybrid 1.5 Petrol [2019-2020],₹ 14.5 ,,"35,000 km",Hybrid,Delhi,2020
BMW 5 Series 520d M Sport,₹ 32.95 ,,"53,971 km",Diesel,Thane,2017
Toyota Fortuner 4X4 AT 2.8 Diesel,₹ 39.5 ,,"53,834 km",Diesel,Kolkata,2021
Tata Nexon XZ Plus (O),₹ 10.67 ,,"30,356 km",Petrol,Chennai,2020
Maruti Suzuki Ciaz Delta 1.5 Diesel,₹ 9.1 ,,"76,000 km",Diesel,Hyderabad,2019
Hyundai Santro Xing GLS,₹ 2.6 ,,"79,800 km",Petrol,Ambattur,2013
Maruti Suzuki Alto 800 Vxi Plus,₹ 4.02 ,,"4,958 km",Petrol,Delhi,2021
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 11.75 ,,"70,000 km",Petrol,Ahmedabad,2019
Hyundai Santro Magna [2018-2020],₹ 5.62 ,,"24,669 km",Petrol,Pune,2020
Land Rover Range Rover Evoque Dynamic SD4,₹ 22.5 ,,"89,000 km",Diesel,Ahmedabad,2014
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.85 ,,"42,228 km",Petrol,Delhi,2014
Hyundai Creta E Plus 1.6 Petrol,₹ 9.39 ,,"40,544 km",Petrol,Bangalore,2016
Maruti Suzuki Vitara Brezza ZXI Plus Dual Tone,₹ 11.25 ,,"19,608 km",Petrol,Bangalore,2020
Maruti Suzuki Celerio VXi AMT,₹ 3.95 ,,"41,058 km",Petrol,Delhi,2016
BMW 3 Series 320d Luxury Line,₹ 10.9 ,,"65,000 km",Diesel,Ahmedabad,2013
Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 6.35 ,,"38,773 km",Petrol,Mumbai,2017
Mercedes-Benz E-Class E 220 d Avantgarde,₹ 44.37 ,,"49,700 km",Diesel,Ahmedabad,2018
Tata Nexon XZA Plus Petrol,₹ 8.66 ,,"31,585 km",Petrol,Pune,2018
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.6 ,,"86,866 km",Petrol,Kolkata,2015
Skoda Superb L&K TDI AT,₹ 19.95 ,,"56,341 km",Diesel,Mumbai,2017
Honda City V,₹ 6.69 ,,"53,206 km",Petrol,Bangalore,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.75 ,,"18,000 km",Petrol,Ahmedabad,2017
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 6.85 ,,"63,379 km",Diesel,Mumbai,2016
Honda City VX CVT,₹ 7.5 ,,"48,900 km",Petrol,Ahmedabad,2015
Hyundai Creta 1.6 S Petrol,₹ 8.56 ,,"41,951 km",Petrol,Delhi,2016
Tata Safari XZ Plus,₹ 19.45 ,,"22,889 km",Diesel,Kolkata,2021
Kia Seltos HTK 1.5 [2020-2021],₹ 11.43 ,,"19,970 km",Petrol,Pune,2019
Maruti Suzuki Alto 800 Vxi,₹ 3.5 ,,"44,706 km",Petrol,Hyderabad,2018
Honda City ZX VTEC,₹ 1.8 ,,"83,920 km",Petrol,Pune,2008
Audi A4 Technology 40 TFSI [2021-2022],₹ 39.5 ,,"45,760 km",Petrol,Ahmedabad,2021
Hyundai Verna SX Plus 1.6 CRDi AT,₹ 8.9 ,,"56,040 km",Diesel,Mumbai,2017
Maruti Suzuki S-Presso VXi Plus,₹ 4.76 ,,64 km,Petrol,Delhi,2021
Maruti Suzuki Dzire ZXi AMT,₹ 6.9 ,,"51,500 km",Petrol,Ahmedabad,2019
Honda City Anniversary Edition Petrol,₹ 11.3 ,,"36,040 km",Petrol,Pune,2018
Maruti Suzuki Alto K10 VXi,₹ 1.99 ,,"34,579 km",Petrol,Pune,2012
Hyundai Elite i20 Asta 1.2,₹ 4.61 ,,"40,875 km",Petrol,Kolkata,2015
Hyundai i20 Active 1.2 SX,₹ 6.73 ,,"31,622 km",Petrol,Hyderabad,2017
Ford EcoSport Titanium 1.5L TDCi,₹ 8.99 ,,"36,600 km",Diesel,Bangalore,2017
Audi A6 2.0 TDI Premium,₹ 13.5 ,,"29,000 km",Diesel,Kolkata,2013
Skoda Rapid Ambition 1.6 TDI CR MT,₹ 9.8 ,,"41,443 km",Diesel,Hyderabad,2019
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 6.25 ,,"62,926 km",Petrol,Mumbai,2016
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.84 ,,"55,486 km",Petrol,Kolkata,2017
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 6.25 ,,"36,053 km",Petrol,Ahmedabad,2020
Honda Jazz V Petrol,₹ 7.7 ,,"17,922 km",Petrol,Pune,2019
Kia Seltos HTK Plus 1.5 [2019-2020],₹ 16.85 ,,"8,963 km",Petrol,Thane,2022
Honda City V,₹ 8.91 ,,"20,143 km",Petrol,Bangalore,2018
Maruti Suzuki Swift DZire VXI,₹ 4.75 ,,"66,000 km",Petrol,Thane,2013
Maruti Suzuki Estilo LXi,"₹ 99,991",,"29,012 km",Petrol,Kolkata,2008
Honda City V,₹ 8.35 ,,"40,547 km",Petrol,Mumbai,2018
Honda City VX,₹ 6.8 ,,"80,815 km",Petrol,Mumbai,2016
Maruti Suzuki Swift VXi,₹ 6.06 ,,"24,858 km",Petrol,Bangalore,2017
Isuzu MU-X 4x2,₹ 17.91 ,,"96,095 km",Diesel,Thane,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.23 ,,"54,095 km",Petrol,Pune,2014
MINI Cooper Countryman Cooper S,₹ 20 ,,"69,446 km",Petrol,Hyderabad,2014
Maruti Suzuki Alto K10 VXi,₹ 2.1 ,,"1,27,000 km",Petrol,Kolkata,2012
Hyundai Creta SX 1.5 Petrol CVT [2020-2022],₹ 17 ,,"12,500 km",Petrol + 1,Poonamallee,2020
Maruti Suzuki Dzire ZXi Plus AMT,₹ 7.99 ,,"59,597 km",Petrol,Bangalore,2018
Maruti Suzuki Wagon R VXi 1.2,₹ 5.35 ,,"18,855 km",Petrol,Thane,2019
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 7.45 ,,"41,528 km",Petrol,Bangalore,2018
Maruti Suzuki Swift LXi,₹ 5.51 ,,"35,166 km",Petrol,Hyderabad,2019
Fiat Abarth Punto T-Jet 1.4 Abarth,₹ 8.97 ,,"26,762 km",Petrol,Bangalore,2015
Audi Q5 2.0 TDI quattro Premium Plus,₹ 22.88 ,,"58,670 km",Diesel,Ahmedabad,2014
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 5.75 ,,"29,964 km",Petrol,Mumbai,2017
Land Rover Range Rover Evoque SE R-Dynamic Petrol,₹ 77 ,,"5,600 km",Petrol,Thane,2021
Maruti Suzuki Alto 800 Lxi,₹ 2.89 ,,"20,572 km",Petrol,Delhi,2017
Tata Tiago Revotron XT [2016-2019],₹ 4.53 ,,"44,296 km",Petrol,Chennai,2018
Mahindra KUV100 NXT K8 6 STR [2017-2020],₹ 7 ,,"12,000 km",Petrol,Hyderabad,2020
Maruti Suzuki Alto 800 Vxi,₹ 2.91 ,,"39,262 km",Petrol,Pune,2017
Hyundai Santro Xing GL,₹ 1.42 ,,"46,733 km",Petrol,Kolkata,2010
Volkswagen Polo Highline1.2L (P),₹ 6.99 ,,"39,200 km",Petrol,Bangalore,2016
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 9.64 ,,"67,981 km",Petrol,Pune,2016
Honda City ZX Petrol [2019-2019],₹ 12.49 ,,"66,729 km",Petrol,Bangalore,2020
Mercedes-Benz CLA 200 Petrol Sport,₹ 25.5 ,,"13,137 km",Petrol,Mumbai,2017
Volkswagen Polo Highline1.2L (P),₹ 3 ,,"47,000 km",Petrol,Kolkata,2013
Volvo XC90 D5 AWD,₹ 45 ,,"45,000 km",Diesel,Kolkata,2018
Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 12.99 ,,"36,770 km",Diesel,Bangalore,2019
Isuzu D-Max V-Cross 4x4,₹ 16.95 ,,"67,970 km",Diesel,Bangalore,2017
Honda City SV CVT,₹ 6.58 ,,"46,910 km",Petrol,Pune,2015
Honda Jazz S AT [2015-2016],₹ 6.85 ,,"34,231 km",Petrol,Bangalore,2015
Tata Safari XZA Plus 6S Adventure New,₹ 23.95 ,,"13,594 km",Diesel,Bangalore,2021
Hyundai Venue SX 1.5 CRDi,₹ 9.25 ,,"43,000 km",Diesel,Ahmedabad,2020
Honda City VX CVT,₹ 7.35 ,,"82,953 km",Petrol,Chennai,2016
Tata Safari Storme 2.2 VX 4x2,₹ 5.75 ,,"65,000 km",Diesel,Kolkata,2014
Audi A4 2.0 TDI (177bhp) Premium,₹ 14.9 ,,"86,830 km",Diesel,Hyderabad,2013
Hyundai Creta S 1.5 Diesel [2020-2022],₹ 16 ,,"72,305 km",Diesel,Hyderabad,2021
Honda City V Diesel,₹ 6.8 ,,"55,201 km",Diesel,Hyderabad,2015
Maruti Suzuki Ciaz ZXI+,₹ 7.31 ,,"37,799 km",Petrol,Thane,2017
Maruti Suzuki Wagon R 1.0 LXi,₹ 2.95 ,,"24,628 km",Petrol,Bangalore,2011
Honda WR-V SV MT Petrol,₹ 7.75 ,,"24,000 km",Petrol,Ahmedabad,2020
Maruti Suzuki S-Cross Alpha 1.3,₹ 11.5 ,,"34,514 km",Diesel,Hyderabad,2019
Mahindra XUV500 W10,₹ 10.5 ,,"89,000 km",Diesel,Thane,2016
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 19 ,,"1,08,810 km",Diesel,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 LXI ABS,₹ 5.56 ,,"3,810 km",Petrol,Delhi,2021
Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],₹ 15.4 ,,"43,922 km",Diesel,Thane,2019
Maruti Suzuki Celerio VXi (O) CNG,₹ 6.15 ,,"36,560 km",CNG,Thane,2020
Hyundai i10 Sportz 1.2 Kappa2,₹ 4.55 ,,"48,137 km",Petrol,Hyderabad,2014
Honda City V CVT Petrol [2017-2019],₹ 7.95 ,,"44,415 km",Petrol,Thane,2017
Jeep Compass Limited Plus Diesel [2018-2020],₹ 17.99 ,,"64,683 km",Diesel,Bangalore,2019
Honda Amaze 1.2 S AT i-VTEC,₹ 3.95 ,,"38,885 km",Petrol,Mumbai,2014
Maruti Suzuki Baleno Alpha 1.2,₹ 7.11 ,,"69,886 km",Petrol,Mumbai,2019
Toyota Land Cruiser LC 200 VX,₹ 70 ,,"1,52,000 km",Diesel,Pune,2011
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 10.11 ,,"31,726 km",Petrol,Pune,2018
Maruti Suzuki S-Presso VXi Plus,₹ 4.4 ,,"75,258 km",Petrol,Hyderabad,2020
Honda City 1.5 V MT,₹ 3.25 ,,"77,000 km",Petrol,Noida,2010
Maruti Suzuki Swift VXi,₹ 4.11 ,,"34,551 km",Petrol,Delhi,2015
Hyundai Creta 1.6 SX Plus Special Edition,₹ 11.57 ,,"53,459 km",Diesel,Hyderabad,2017
Maruti Suzuki S-Cross Zeta AT,₹ 9.14 ,,"11,729 km",Petrol,Kolkata,2020
Hyundai i20 Sportz 1.5 MT Diesel,₹ 9.5 ,,"11,000 km",Diesel,Ahmedabad,2022
Maruti Suzuki Swift ZXi,₹ 4.1 ,,"75,000 km",Petrol,Noida,2014
Toyota Urban Cruiser High Grade AT,₹ 12.56 ,,"15,412 km",Petrol,Pune,2022
Honda City V CVT Petrol [2017-2019],₹ 7.93 ,,"70,233 km",Petrol,Delhi,2017
Honda Brio S MT,₹ 3.45 ,,"53,000 km",Petrol,Ahmedabad,2013
Skoda Rapid Ambition 1.6 MPI MT Plus,₹ 5.25 ,,"60,000 km",Petrol,Hyderabad,2014
Maruti Suzuki Swift VXi,₹ 5.57 ,,"54,489 km",Petrol,Chennai,2017
Chevrolet Tavera Neo 3 LS- 10 STR BS-IV,₹ 7.95 ,,"95,000 km",Diesel,Thane,2016
Toyota Corolla Altis VL AT Petrol,₹ 12.75 ,,"25,000 km",Petrol,Mumbai,2017
Nissan Kicks XV Premium Turbo 1.3,₹ 12.65 ,,"31,387 km",Petrol,Hyderabad,2020
Maruti Suzuki Celerio VXi CNG,₹ 6.1 ,,"23,225 km",CNG,Thane,2020
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.94 ,,"35,705 km",Petrol,Delhi,2017
Honda City VX Diesel,₹ 6.8 ,,"41,000 km",Diesel,Kolkata,2015
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 ,,"44,042 km",Petrol,Pune,2015
Audi Q7 45 TDI Premium Plus,₹ 52 ,,"48,000 km",Diesel,Pune,2017
Maruti Suzuki Alto 800 Lxi,₹ 2.99 ,,"72,171 km",Petrol,Bangalore,2014
Renault Triber RXZ [2019-2020],₹ 6.7 ,,"20,555 km",Petrol,Pune,2020
Maruti Suzuki Swift VXi [2014-2017],₹ 6.5 ,,"3,168 km",Petrol,Kolkata,2019
Tata Tiago Revotron XT [2016-2019],₹ 4.75 ,,"47,751 km",Petrol,Noida,2018
Maruti Suzuki Alto K10 LXi,₹ 2.01 ,,"52,151 km",Petrol,Delhi,2010
Hyundai Venue SX 1.4 CRDi,₹ 9.83 ,,"40,655 km",Diesel,Delhi,2019
Maruti Suzuki Swift VDi,₹ 4.27 ,,"82,914 km",Diesel,Kolkata,2017
Volkswagen Vento Highline Diesel,₹ 4.7 ,,"83,501 km",Diesel,Hyderabad,2013
Hyundai Elite i20 Asta 1.2,₹ 5.49 ,,"61,900 km",Petrol,Gurgaon,2015
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.93 ,,"37,630 km",Diesel,Kolkata,2018
Hyundai Verna SX 1.5 VTVT,₹ 11.79 ,,"63,994 km",Petrol,Bangalore,2020
Maruti Suzuki S-Cross Alpha 1.3,₹ 8.75 ,,"58,000 km",Diesel,Thane,2018
Honda City VX,₹ 9.5 ,,"25,000 km",Petrol,Pallikarnai,2017
Honda City V Petrol [2017-2019],₹ 7.45 ,,"33,246 km",Petrol,Mumbai,2017
Ford EcoSport Titanium 1.5L TDCi,₹ 8.25 ,,"42,071 km",Diesel,Bangalore,2016
Jaguar XE Prestige Diesel,₹ 32.99 ,,"29,999 km",Diesel,Bangalore,2017
Renault Kwid RXT [2015-2019],₹ 3.15 ,,"15,507 km",Petrol,Thane,2017
Maruti Suzuki Dzire ZDi AMT,₹ 7.64 ,,"15,805 km",Diesel,Bangalore,2018
Maruti Suzuki Celerio VXi AMT,₹ 3.85 ,,"63,931 km",Petrol,Noida,2014
Maruti Suzuki Wagon R 1.0 VXI ABS,₹ 5.5 ,,"31,295 km",Petrol,Hyderabad,2019
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.25 ,,"1,30,000 km",Diesel,Ahmedabad,2017
Maruti Suzuki S-Cross Zeta AT,₹ 11.56 ,,"9,400 km",Petrol,Ahmedabad,2021
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.55 ,,"39,000 km",Petrol,Thane,2015
Maruti Suzuki Baleno Delta 1.2,₹ 5.82 ,,"24,749 km",Petrol,Kolkata,2018
Maruti Suzuki Vitara Brezza ZXi Plus AT SHVS,₹ 12.75 ,,"21,986 km",Petrol,Bangalore,2020
BMW 5 Series GT 535d,₹ 15 ,,"81,000 km",Diesel,Ahmedabad,2012
Volkswagen Vento Highline 1.0L TSI,₹ 12 ,,"37,230 km",Petrol,Hyderabad,2021
Hyundai Verna EX 1.6 VTVT [2017-2018],₹ 5.25 ,,"35,856 km",Petrol,Delhi,2014
Skoda Yeti Ambiente,₹ 6 ,,"1,37,849 km",Diesel,Hyderabad,2011
Renault Kwid 1.0 RXT Opt,₹ 4.52 ,,"19,927 km",Petrol,Bangalore,2019
Nissan Sunny XL,₹ 2.49 ,,"56,000 km",Petrol,Kolkata,2012
BMW 5 Series 520d M Sport,₹ 33 ,,"41,296 km",Diesel,Mumbai,2017
Honda Amaze 1.2 SX i-VTEC,₹ 4.45 ,,"63,882 km",Petrol,Mumbai,2016
Honda Brio V MT,₹ 3.51 ,,"39,276 km",Petrol,Mumbai,2014
Hyundai Creta S 1.5 Petrol [2020-2022],₹ 13.25 ,,"16,000 km",Petrol,Thane,2021
Maruti Suzuki Baleno Zeta 1.2,₹ 4.83 ,,"57,052 km",Petrol,Kolkata,2016
Maruti Suzuki Vitara Brezza ZDi Plus,₹ 10.22 ,,"50,802 km",Diesel,Pune,2019
Hyundai i20 Magna 1.2,₹ 3.75 ,,"45,195 km",Petrol,Mumbai,2014
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.2 ,,"86,955 km",CNG,Pune,2018
Kia Sonet GTX Plus 1.0 iMT [2020-2021],₹ 11.04 ,,"20,879 km",Petrol,Kolkata,2020
Hyundai Elite i20 Sportz 1.2 (O),₹ 5.95 ,,"5,000 km",Petrol,Thane,2016
Maruti Suzuki Wagon R 1.0 VXI,₹ 2.99 ,,"44,480 km",Petrol,Kolkata,2014
Hyundai Santro Sportz CNG [2018-2020],₹ 5.29 ,,"39,717 km",CNG,Pune,2018
Mahindra TUV300 T8,₹ 6.23 ,,"32,549 km",Diesel,Kolkata,2017
Skoda Laura Ambition 2.0 TDI CR AT,₹ 4.25 ,,"1,40,037 km",Diesel,Mumbai,2013
Mahindra Thar LX Hard Top Petrol AT,₹ 15.75 ,,"10,900 km",Petrol,Ahmedabad,2020
Audi Q3 35 TDI quattro Technology,₹ 14.9 ,,"90,000 km",Diesel,Ahmedabad,2015
Maruti Suzuki XL6 Alpha MT Petrol,₹ 9.9 ,,"38,598 km",Petrol,Thane,2020
Toyota Innova Crysta GX 2.4 7 STR,₹ 21.5 ,,"12,039 km",Diesel,Ahmedabad,2020
Tata Tigor EV XZ Plus,₹ 11.35 ,,"17,294 km",Electric,Thane,2021
Skoda Superb Elegance 1.8 TSI AT,₹ 8 ,,"1,35,000 km",Petrol + 1,Thiruvallur,2010
Maruti Suzuki Swift VXi [2014-2017],₹ 6.95 ,,"46,027 km",Petrol,Hyderabad,2019
Renault Duster RXL Petrol,₹ 4.8 ,,"46,525 km",Petrol,Pune,2014
Tata Harrier XZ [2019-2020],₹ 15.51 ,,"24,500 km",Diesel,Ahmedabad,2019
Honda City VX CVT,₹ 7.75 ,,"48,793 km",Petrol,Thane,2016
Hyundai i10 Sportz 1.2 Kappa2,₹ 3.25 ,,"85,500 km",Petrol,Thane,2014
Maruti Suzuki Swift VXi ABS,₹ 6.89 ,,"34,088 km",Petrol,Bangalore,2017
Maruti Suzuki Baleno Delta 1.2,₹ 7.19 ,,"19,921 km",Petrol,Pune,2019
Honda Brio V MT,₹ 2.39 ,,"75,000 km",Petrol,Ahmedabad,2012
Maruti Suzuki Alto K10 VXi,₹ 2.6 ,,"99,203 km",Petrol,Hyderabad,2012
Jeep Compass Limited 2.0 Diesel [2017-2020],₹ 13.5 ,,"57,000 km",Diesel,Ahmedabad,2019
Hyundai Grand i10 Magna 1.0 Kappa VTVT LPG [2014-2016],₹ 4.75 ,,"34,810 km",LPG,Bangalore,2015
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 8.45 ,,"35,829 km",Petrol,Mumbai,2018
Audi A4 2.0 TDI (143bhp),₹ 13.5 ,,"89,332 km",Diesel,Ahmedabad,2013
Audi Q7 45 TDI Technology Pack,₹ 54 ,,"22,000 km",Diesel,Kolkata,2019
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],₹ 8.21 ,,"59,706 km",Diesel,Mumbai,2016
BMW X1 sDrive20d,₹ 8 ,,"75,000 km",Diesel,Ahmedabad,2011
Hyundai Elite i20 Magna Plus 1.4 CRDi,₹ 5.94 ,,"58,262 km",Diesel,Delhi,2018
Kia Sonet HTK Plus 1.5 AT,₹ 15.5 ,,"9,914 km",Diesel,Thane,2021
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 4.96 ,,"81,298 km",Petrol,Pune,2015
BMW X1 sDrive20d xLine,₹ 37.85 ,,"29,221 km",Diesel,Bangalore,2019
Hyundai Creta E Plus 1.6 Petrol,₹ 8.29 ,,"34,766 km",Petrol,Mumbai,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.41 ,,"20,138 km",Petrol,Hyderabad,2014
Honda WR-V VX MT Petrol,₹ 6.49 ,,"47,000 km",Petrol,Kolkata,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT Dual Tone,₹ 6.59 ,,"27,113 km",Petrol,Bangalore,2019
Maruti Suzuki Wagon R ZXI 1.2 AGS,₹ 6.99 ,,"7,506 km",Petrol,Bangalore,2020
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],₹ 18.9 ,,"48,969 km",Diesel,Thane,2018
Honda Amaze 1.2 S MT Petrol [2018-2020],₹ 5.85 ,,"77,200 km",Petrol,Thane,2018
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 5.41 ,,"34,258 km",Petrol,Mumbai,2016
Hyundai Elite i20 Asta 1.2,₹ 4.46 ,,"54,136 km",Petrol,Kolkata,2015
Hyundai Elite i20 Magna Executive 1.2,₹ 6.75 ,,"28,000 km",Petrol,Ahmedabad,2017
Volkswagen Vento Comfortline Diesel AT,₹ 5.5 ,,"56,000 km",Diesel,Thane,2014
MG Hector Plus Sharp 1.5 Petrol Turbo DCT 6-STR,₹ 17 ,,"19,000 km",Petrol,Kolkata,2021
Maruti Suzuki Wagon R 1.0 VXI+ (O),₹ 4.67 ,,"84,065 km",Petrol,Pune,2018
Maruti Suzuki Ertiga VXi AT,₹ 10.45 ,,"37,523 km",Petrol,Mumbai,2019
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.06 ,,"64,942 km",CNG,Delhi,2017
Maruti Suzuki Vitara Brezza ZDi Plus,₹ 8.75 ,,"82,000 km",Diesel,Ahmedabad,2018
Hyundai i20 Magna 1.2,₹ 2.59 ,,"41,123 km",Petrol,Delhi,2011
Chevrolet Cruze LTZ AT,₹ 6.9 ,,"72,000 km",Diesel,Ahmedabad,2015
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.21 ,,"65,247 km",Petrol,Delhi,2014
Honda Brio VX AT,₹ 5.75 ,,"56,861 km",Petrol,Ahmedabad,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.45 ,,"41,100 km",Petrol,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 VXI,₹ 2.99 ,,"56,932 km",Petrol,Kolkata,2014
Toyota Camry Hybrid,₹ 18.9 ,,"20,000 km",Petrol,Kolkata,2017
Honda City VX CVT,₹ 14.5 ,,"4,275 km",Petrol,Thane,2021
Hyundai Elite i20 Sportz 1.2,₹ 5.91 ,,"20,281 km",Petrol,Mumbai,2017
Maruti Suzuki Baleno Delta 1.2,₹ 5.68 ,,"46,310 km",Petrol,Kolkata,2019
Maruti Suzuki Ritz Vxi BS-IV,₹ 2.5 ,,"60,000 km",Petrol,Kolkata,2014
Tata Nexon XT [2017-2019],₹ 6.9 ,,"16,449 km",Petrol,Kolkata,2018
Jeep Compass Limited Plus Petrol AT [2018-2020],₹ 18.75 ,,"27,000 km",Petrol,Mumbai,2019
Tata Tigor Revotron XZ,₹ 7.09 ,,"15,122 km",Petrol,Chennai,2021
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 5.69 ,,"5,221 km",Petrol,Bangalore,2015
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 5.95 ,,"35,000 km",Petrol,Thane,2016
Toyota Corolla Altis G AT Petrol,₹ 10.25 ,,"67,800 km",Petrol,Pallikarnai,2015
Hyundai Creta E Plus 1.6 Petrol,₹ 10.5 ,,"34,841 km",Petrol,Hyderabad,2018
Maruti Suzuki Ciaz S 1.4 MT,₹ 7.15 ,,"22,217 km",Petrol,Ahmedabad,2017
Tata Tiago XZ Plus,₹ 6.79 ,,"17,817 km",Petrol,Bangalore,2020
Kia Seltos HTX 1.5 [2020-2021],₹ 15.45 ,,"13,969 km",Petrol,Bangalore,2020
Hyundai i20 Asta (O) 1.2 MT,₹ 9.6 ,,"13,626 km",Petrol,Thane,2021
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.32 ,,"31,316 km",Petrol,Kolkata,2014
Maruti Suzuki Dzire VDi,₹ 7.25 ,,"7,050 km",Diesel,Thane,2018
Honda City 1.5 S MT,₹ 3.95 ,,"74,000 km",Petrol,Mumbai,2012
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 8.01 ,,"24,737 km",Petrol,Delhi,2019
Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],₹ 9.45 ,,"29,147 km",Diesel,Hyderabad,2019
Hyundai Creta E Plus 1.4 CRDI,₹ 9.7 ,,"48,976 km",Diesel,Pune,2017
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.25 ,,"39,240 km",Petrol,Thane,2017
Maruti Suzuki Alto 800 Lxi,₹ 2.81 ,,"70,153 km",Petrol,Kolkata,2018
Hyundai Elite i20 Magna Executive 1.2,₹ 6.75 ,,"16,398 km",Petrol,Thane,2019
Honda Amaze 1.2 S i-VTEC,₹ 3.9 ,,"65,636 km",Petrol,Pune,2014
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 5.75 ,,"30,000 km",Petrol,Kolkata,2017
Hyundai i10 Magna 1.2 Kappa2,₹ 2.45 ,,"26,916 km",Petrol,Thane,2012
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.4 ,,"34,000 km",Petrol,Thane,2019
Hyundai Venue SX (O) 1.5 CRDi,₹ 11.5 ,,"16,100 km",Diesel,Ambattur,2021
Honda City SV CVT,₹ 6.5 ,,"36,623 km",Petrol,Thane,2015
Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],₹ 6.45 ,,"1,374 km",CNG,Mumbai,2021
Honda City ZX CVT Petrol,₹ 15.9 ,,"12,372 km",Petrol,Hyderabad,2021
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 8.5 ,,"10,200 km",Petrol,Kolkata,2020
